"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1266","019570","리더스 기술투자","KOSDAQ","금융",850,-18,-2.07,82432816400
"1267","016100","리더스코스메틱","KOSDAQ","화학",3405,-5,-0.15,62566292745
"1268","012700","리드코프","KOSDAQ","유통",7910,10,0.13,209188927850
"1269","302550","리메드","KOSDAQ","의료·정밀기기",25200,-550,-2.14,153440683200
"1270","029480","릭스솔루션","KOSDAQ","통신장비",626,-12,-1.88,49870775776
"1271","277070","린드먼아시아","KOSDAQ","금융",5510,-50,-0.9,7.4385e+10
"1272","042500","링네트","KOSDAQ","컴퓨터서비스",6150,10,0.16,94444799700
"1273","219420","링크제니시스","KOSDAQ","소프트웨어",7960,20,0.25,7.96e+10
"1274","195500","마니커에프앤지","KOSDAQ","음식료·담배",7140,150,2.15,76883520000
"1275","222810","마이더스AI","KOSDAQ","소프트웨어",531,15,2.91,63747755901
"1276","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",18800,-750,-3.84,136518080000
"1277","098120","마이크로컨텍솔","KOSDAQ","반도체",5750,80,1.41,47798404500
"1278","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",8430,250,3.06,91211470380
"1279","038290","마크로젠","KOSDAQ","기타서비스",33700,-500,-1.46,358993563600
"1280","267980","매일유업","KOSDAQ","음식료·담배",71500,100,0.14,560820117000
"1281","005990","매일홀딩스","KOSDAQ","음식료·담배",9160,-40,-0.43,125659664640
"1282","127160","매직마이크로","KOSDAQ","반도체",282,0,0,22816398912
"1283","093520","매커스","KOSDAQ","유통",5270,10,0.19,85179494840
"1284","141070","맥스로텍","KOSDAQ","기계·장비",743,0,0,26670245050
"1285","100590","머큐리","KOSDAQ","일반전기전자",10000,290,2.99,1.47636e+11
"1286","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",32550,-100,-0.31,192916656450
"1287","072870","메가스터디","KOSDAQ","출판·매체복제",12050,-50,-0.41,143647555950
"1288","215200","메가스터디교육","KOSDAQ","기타서비스",62400,-1300,-2.04,739151712000
"1289","133750","메가엠디","KOSDAQ","기타서비스",3990,-55,-1.36,93394237230
"1290","235980","메드팩토","KOSDAQ","기타서비스",94700,-2200,-2.27,1929308137400
"1291","041920","메디아나","KOSDAQ","의료·정밀기기",14100,50,0.36,121971993600
"1292","014100","메디앙스","KOSDAQ","화학",6200,0,0,7.316e+10
"1293","054180","메디콕스","KOSDAQ","운송장비·부품",1480,125,9.23,64765208480
"1294","086900","메디톡스","KOSDAQ","제약",193900,-5300,-2.66,1159027361100
"1295","078160","메디포스트","KOSDAQ","제약",35550,300,0.85,578192096700
"1296","065650","메디프론","KOSDAQ","유통",3630,-25,-0.68,151416393150
"1297","021880","메이슨캐피탈","KOSDAQ","금융",564,8,1.44,55940006112
"1298","140410","메지온","KOSDAQ","기타서비스",170000,-4200,-2.41,1511760020000
"1299","241770","메카로","KOSDAQ","반도체",14150,-150,-1.05,142946696000
"1300","059210","메타바이오메드","KOSDAQ","제약",2475,0,0,59059318725
"1301","327260","메탈라이프","KOSDAQ","기타제조",28050,-950,-3.28,100884293400
"1302","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",12300,450,3.8,197421519000
"1303","096640","멜파스","KOSDAQ","IT부품",2155,155,7.75,72953708495
"1304","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,59319850890
"1305","080420","모다이노칩","KOSDAQ","IT부품",3580,-15,-0.42,285403406760
"1306","080160","모두투어","KOSDAQ","기타서비스",22300,-100,-0.45,4.2147e+11
"1307","100030","모바일리더","KOSDAQ","소프트웨어",25600,0,0,84063078400
"1308","087260","모바일어플라이언스","KOSDAQ","소프트웨어",4530,-10,-0.22,147054880380
"1309","101330","모베이스","KOSDAQ","IT부품",4655,-75,-1.59,111525365140
"1310","012860","모베이스전자","KOSDAQ","운송장비·부품",2605,-80,-2.98,148364023800
"1311","348030","모비릭스","KOSDAQ","디지털컨텐츠",20600,150,0.73,191662400000
"1312","250060","모비스","KOSDAQ","소프트웨어",3050,140,4.81,98122507700
"1313","033200","모아텍","KOSDAQ","IT부품",9950,90,0.91,142595290750
"1314","118990","모트렉스","KOSDAQ","운송장비·부품",5970,-10,-0.17,232836202830
"1315","006920","모헨즈","KOSDAQ","비금속",5340,250,4.91,58312800000
"1316","001810","무림SP","KOSDAQ","종이·목재",3660,-45,-1.21,81023250000
"1317","279600","미디어젠","KOSDAQ","소프트웨어",10800,-50,-0.46,50093434800
"1318","028040","미래SCI","KOSDAQ","유통",279,0,0,12549281058
"1319","095500","미래나노텍","KOSDAQ","IT부품",4160,225,5.72,111904370240
"1320","218150","미래생명자원","KOSDAQ","음식료·담배",5140,-140,-2.65,95971139920
"1321","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2215,5,0.23,11207900000
"1322","328380","미래에셋대우스팩3호","KOSDAQ","금융",2080,-5,-0.24,13482560000
"1323","333430","미래에셋대우스팩4호","KOSDAQ","금융",3045,90,3.05,13367550000
"1324","100790","미래에셋벤처투자","KOSDAQ","금융",8800,-300,-3.3,406127242400
"1325","049950","미래컴퍼니","KOSDAQ","기계·장비",32900,900,2.81,275119867400
"1326","213090","미래테크놀로지","KOSDAQ","소프트웨어",8370,-40,-0.48,51230995560
"1327","207760","미스터블루","KOSDAQ","디지털컨텐츠",9860,20,0.2,244149721100
"1328","059090","미코","KOSDAQ","반도체",14850,150,1.02,465051554550
"1329","214610","미코바이오메드","KOSDAQ","의료·정밀기기",10500,-50,-0.47,191754496500
"1330","201490","미투온","KOSDAQ","디지털컨텐츠",6800,30,0.44,212552836000
"1331","950190","미투젠","KOSDAQ","출판·매체복제",24100,-150,-0.62,324203442500
"1332","214180","민앤지","KOSDAQ","소프트웨어",17000,50,0.29,210162092000
"1333","206640","바디텍메드","KOSDAQ","제약",17200,50,0.29,403968832000
"1334","018700","바른손","KOSDAQ","오락·문화",3065,-80,-2.54,90330107655
"1335","035620","바른손이앤에이","KOSDAQ","오락·문화",1510,20,1.34,110967639530
"1336","064520","바른전자","KOSDAQ","반도체",1005,0,0,74054909385
"1337","053030","바이넥스","KOSDAQ","제약",19250,1350,7.54,611400174000
"1338","301300","바이브컴퍼니","KOSDAQ","소프트웨어",29000,200,0.69,156430930000
"1339","064550","바이오니아","KOSDAQ","제약",16800,750,4.67,422218238400
"1340","314930","바이오다인","KOSDAQ","의료·정밀기기",60800,1300,2.18,359826560000
"1341","208710","바이오로그디바이스","KOSDAQ","IT부품",2125,415,24.27,62387539250
"1342","142760","바이오리더스","KOSDAQ","기타서비스",4985,105,2.15,136649896760
"1343","086820","바이오솔루션","KOSDAQ","제약",27100,100,0.37,219277644600
"1344","038460","바이오스마트","KOSDAQ","정보기기",5480,-50,-0.9,110081144000
"1345","086040","바이오톡스텍","KOSDAQ","기타서비스",9950,200,2.05,145519973850
"1346","032980","바이온","KOSDAQ","유통",1470,-15,-1.01,92294759970
"1347","043150","바텍","KOSDAQ","의료·정밀기기",30600,-50,-0.16,454540233600
"1348","323990","박셀바이오","KOSDAQ","기타서비스",118200,-5000,-4.06,1778437200000
"1349","267790","배럴","KOSDAQ","섬유·의류",9770,-20,-0.2,77041335000
"1350","046310","백금T&A","KOSDAQ","통신장비",3080,-100,-3.14,50569414280
"1351","036620","버추얼텍","KOSDAQ","유통",873,-8,-0.91,60334220772
"1352","066410","버킷스튜디오","KOSDAQ","디지털컨텐츠",1795,0,0,73973267530
"1353","206400","베노홀딩스","KOSDAQ","소프트웨어",6440,100,1.58,144625894280
"1354","019010","베뉴지","KOSDAQ","유통",1840,5,0.27,8.8688e+10
"1355","177350","베셀","KOSDAQ","반도체",6240,-30,-0.48,69840376320
"1356","299910","베스파","KOSDAQ","디지털컨텐츠",30000,5900,24.48,242150640000
"1357","225530","보광산업","KOSDAQ","비금속",6950,1600,29.91,252554152650
"1358","250000","보라티알","KOSDAQ","유통",14500,0,0,97885628500
"1359","006910","보성파워텍","KOSDAQ","금속",2505,80,3.3,115413012795
"1360","226340","본느","KOSDAQ","화학",3345,100,3.08,102690148620
"1361","014470","부방","KOSDAQ","금융",3040,360,13.43,182558870400
"1362","008470","부스타","KOSDAQ","금속",6250,-220,-3.4,5.253e+10
"1363","338220","뷰노","KOSDAQ","소프트웨어",26850,-800,-2.89,291458602650
"1364","100120","뷰웍스","KOSDAQ","의료·정밀기기",35100,350,1.01,351065461500
"1365","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",10800,-100,-0.92,205880054400
"1366","064480","브리지텍","KOSDAQ","컴퓨터서비스",4145,10,0.24,49543112500
"1367","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",12600,-100,-0.79,245682788400
"1368","251630","브이원텍","KOSDAQ","기계·장비",10500,-100,-0.94,158031090000
"1369","018290","브이티지엠피","KOSDAQ","일반전기전자",8190,0,0,279766476990
"1370","263920","블러썸엠앤씨","KOSDAQ","기타제조",4555,0,0,62509048460
"1371","033560","블루콤","KOSDAQ","IT부품",7120,0,0,128786894640
"1372","126340","비나텍","KOSDAQ","IT부품",42000,400,0.96,205854600000
"1373","121800","비덴트","KOSDAQ","통신장비",13300,250,1.92,607461606500
"1374","148140","비디아이","KOSDAQ","기계·장비",7190,-900,-11.12,146529359950
"1375","082800","비보존 헬스케어","KOSDAQ","반도체",1500,5,0.33,239630211000
"1376","318410","비비씨","KOSDAQ","기타제조",19050,50,0.26,102940161150
"1377","200780","비씨월드제약","KOSDAQ","제약",17100,250,1.48,152059766400
"1378","141000","비아트론","KOSDAQ","반도체",11100,0,0,134473281000
"1379","090460","비에이치","KOSDAQ","IT부품",18000,-150,-0.83,602508384000
"1380","083650","비에이치아이","KOSDAQ","기계·장비",4125,165,4.17,1.0725e+11
"1381","086670","비엠티","KOSDAQ","기계·장비",12900,100,0.78,105090224100
"1382","335890","비올","KOSDAQ","금융",2185,5,0.23,119606900000
"1383","138580","비즈니스온","KOSDAQ","소프트웨어",21050,1000,4.99,239474062000
"1384","082920","비츠로셀","KOSDAQ","IT부품",14750,-200,-1.34,317702492000
"1385","054220","비츠로시스","KOSDAQ","일반전기전자",5930,0,0,127850669540
"1386","042370","비츠로테크","KOSDAQ","금융",10000,0,0,242769490000
"1387","032850","비트컴퓨터","KOSDAQ","소프트웨어",8930,-70,-0.78,148446006490
"1388","238200","비피도","KOSDAQ","음식료·담배",26100,-900,-3.33,1.06749e+11
"1389","093190","빅솔론","KOSDAQ","정보기기",5030,30,0.6,96771692150
"1390","065450","빅텍","KOSDAQ","의료·정밀기기",7490,80,1.08,214609472000
"1391","072950","빛샘전자","KOSDAQ","반도체",6640,120,1.84,41372903760
"1392","143240","사람인에이치알","KOSDAQ","인터넷",32250,400,1.26,376011231750
"1393","100090","삼강엠앤티","KOSDAQ","금속",20300,350,1.75,721227859800
"1394","122350","삼기","KOSDAQ","운송장비·부품",3815,-105,-2.68,146264917820
"1395","014970","삼륭물산","KOSDAQ","종이·목재",7860,-190,-2.36,118882500000
"1396","018310","삼목에스폼","KOSDAQ","금속",12400,300,2.48,1.8228e+11
"1397","053700","삼보모터스","KOSDAQ","운송장비·부품",7030,0,0,120104330260
"1398","009620","삼보산업","KOSDAQ","금속",1155,15,1.32,43996544130
"1399","023600","삼보판지","KOSDAQ","종이·목재",14250,-350,-2.4,230422500000
"1400","111870","삼본전자","KOSDAQ","일반전기전자",1235,-10,-0.8,119204453875
"1401","291230","삼성스팩2호","KOSDAQ","금융",2180,0,0,1.6459e+10
"1402","009300","삼아제약","KOSDAQ","제약",14900,50,0.34,9.4913e+10
"1403","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",10000,330,3.41,1.00927e+11
"1404","054540","삼영엠텍","KOSDAQ","금속",5430,70,1.31,7.059e+10
"1405","065570","삼영이엔씨","KOSDAQ","통신장비",7110,280,4.1,68238950220
"1406","032280","삼일","KOSDAQ","운송",2260,5,0.22,36642713400
"1407","002290","삼일기업공사","KOSDAQ","건설",4860,50,1.04,6.0264e+10
"1408","037460","삼지전자","KOSDAQ","통신장비",13550,100,0.74,221115973100
"1409","032750","삼진","KOSDAQ","일반전기전자",11250,100,0.9,6.75e+10
"1410","054090","삼진엘앤디","KOSDAQ","IT부품",3870,-30,-0.77,96592227840
"1411","000250","삼천당제약","KOSDAQ","제약",54000,-1000,-1.82,1229474214000
"1412","024950","삼천리자전거","KOSDAQ","유통",13450,-500,-3.58,178529610650
"1413","038500","삼표시멘트","KOSDAQ","비금속",5640,140,2.55,605494455720
"1414","017480","삼현철강","KOSDAQ","금속",4915,-15,-0.3,77179704350
"1415","046390","삼화네트웍스","KOSDAQ","오락·문화",5050,150,3.06,218023311650
"1416","027580","상보","KOSDAQ","화학",1760,10,0.57,82400167520
"1417","038540","상상인","KOSDAQ","컴퓨터서비스",6640,20,0.3,367379998320
"1418","307870","상상인이안1호스팩","KOSDAQ","금융",2095,20,0.96,9951250000
"1419","329560","상상인이안제2호스팩","KOSDAQ","금융",2045,5,0.25,7873250000
"1420","101000","상상인인더스트리","KOSDAQ","기계·장비",910,19,2.13,57850665600
"1421","091580","상신이디피","KOSDAQ","IT부품",13300,-50,-0.37,177331905800
"1422","263810","상신전자","KOSDAQ","일반전기전자",4650,-85,-1.8,66237938700
"1423","089980","상아프론테크","KOSDAQ","화학",49900,1500,3.1,784665773500
"1424","042940","상지카일룸","KOSDAQ","건설",1420,20,1.43,83017089380
"1425","042600","새로닉스","KOSDAQ","IT부품",10450,0,0,129826348300
"1426","263540","샘코","KOSDAQ","운송장비·부품",2015,0,0,40128610145
"1427","294630","서남","KOSDAQ","일반전기전자",3285,105,3.3,67773360600
"1428","038070","서린바이오","KOSDAQ","유통",12000,0,0,96008112000
"1429","006730","서부T&D","KOSDAQ","숙박·음식",7870,120,1.55,457565294280
"1430","079650","서산","KOSDAQ","비금속",2655,110,4.32,5.31e+10
"1431","100660","서암기계공업","KOSDAQ","기계·장비",6000,30,0.5,7.56e+10
"1432","019770","서연탑메탈","KOSDAQ","기계·장비",13000,150,1.17,1.5145e+11
"1433","043710","서울리거","KOSDAQ","유통",997,-8,-0.8,36349083623
"1434","092190","서울바이오시스","KOSDAQ","IT부품",15600,-250,-1.58,596288986800
"1435","046890","서울반도체","KOSDAQ","반도체",18450,-350,-1.86,1075734630000
"1436","063170","서울옥션","KOSDAQ","유통",15450,-750,-4.63,261375375000
"1437","027040","서울전자통신","KOSDAQ","유통",921,-31,-3.26,64091328087
"1438","018680","서울제약","KOSDAQ","제약",8940,-140,-1.54,76209235620
"1439","093920","서원인텍","KOSDAQ","IT부품",7830,-40,-0.51,1.45638e+11
"1440","189860","서전기전","KOSDAQ","일반전기전자",3870,-30,-0.77,37534278600
"1441","178320","서진시스템","KOSDAQ","통신장비",47150,200,0.43,853446401900
"1442","122690","서진오토모티브","KOSDAQ","운송장비·부품",2760,-540,-16.36,53933838960
"1443","140070","서플러스글로벌","KOSDAQ","유통",4880,-85,-1.71,180501440000
"1444","011370","서한","KOSDAQ","건설",1585,-5,-0.31,159918361025
"1445","065710","서호전기","KOSDAQ","일반전기전자",22350,50,0.22,115102500000
"1446","035890","서희건설","KOSDAQ","건설",1585,15,0.96,364246404345
"1447","357550","석경에이티","KOSDAQ","화학",21050,-450,-2.09,114827750000
"1448","003100","선광","KOSDAQ","운송",28900,-150,-0.52,1.9074e+11
"1449","123420","선데이토즈","KOSDAQ","디지털컨텐츠",22250,150,0.68,212928984500
"1450","171090","선익시스템","KOSDAQ","반도체",15300,-350,-2.24,137689213500
"1451","086710","선진뷰티사이언스","KOSDAQ","화학",20800,550,2.72,127205520000
"1452","014620","성광벤드","KOSDAQ","금속",7610,390,5.4,2.17646e+11
"1453","037350","성도이엔지","KOSDAQ","기타서비스",5820,-40,-0.68,90035400000
"1454","081580","성우전자","KOSDAQ","IT부품",3010,-30,-0.99,46679510430
"1455","045300","성우테크론","KOSDAQ","반도체",5150,-100,-1.9,48438850300
"1456","015750","성우하이텍","KOSDAQ","운송장비·부품",6210,60,0.98,4.968e+11
"1457","080470","성창오토텍","KOSDAQ","운송장비·부품",9320,-120,-1.27,6.8036e+10
"1458","043260","성호전자","KOSDAQ","IT부품",1770,45,2.61,94527529680
"1459","148150","세경하이테크","KOSDAQ","일반전기전자",21150,-150,-0.7,246228300000
"1460","053060","세동","KOSDAQ","운송장비·부품",2290,-20,-0.87,28382239390
"1461","017510","세명전기","KOSDAQ","금속",4365,95,2.22,66548790000
"1462","214310","세미콘라이트","KOSDAQ","반도체",1350,10,0.75,53766332550
"1463","011560","세보엠이씨","KOSDAQ","건설",6460,110,1.73,68023800000
"1464","100700","세운메디칼","KOSDAQ","제약",4935,5,0.1,2.16153e+11
"1465","234100","세원","KOSDAQ","운송장비·부품",6390,-150,-2.29,195828023070
"1466","024830","세원물산","KOSDAQ","운송장비·부품",6280,0,0,5.2438e+10
"1467","258830","세종메디칼","KOSDAQ","의료·정밀기기",10600,100,0.95,71844054600
"1468","036630","세종텔레콤","KOSDAQ","통신서비스",875,-12,-1.35,525285360250
"1469","039310","세중","KOSDAQ","기타서비스",2585,35,1.37,46844509195
"1470","067770","세진티에스","KOSDAQ","IT부품",5160,0,0,43326419880
"1471","053450","세코닉스","KOSDAQ","의료·정밀기기",6410,-560,-8.03,92276815190
"1472","234340","세틀뱅크","KOSDAQ","소프트웨어",31500,-400,-1.25,297202500000
"1473","252500","세화피앤씨","KOSDAQ","화학",3885,-15,-0.38,80587312575
"1474","347000","센코","KOSDAQ","일반전기전자",23550,450,1.95,192418666200
"1475","051980","센트럴바이오","KOSDAQ","화학",2820,-65,-2.25,168874450740
"1476","331920","셀레믹스","KOSDAQ","제약",21600,-100,-0.46,175081996800
"1477","049180","셀루메드","KOSDAQ","제약",8180,710,9.5,323051971080
"1478","299660","셀리드","KOSDAQ","기타서비스",37750,-1450,-3.7,366125623000
"1479","268600","셀리버리","KOSDAQ","기타서비스",134600,-3700,-2.68,2203430804400
"1480","108860","셀바스AI","KOSDAQ","소프트웨어",3425,245,7.7,75541611625
"1481","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",2635,70,2.73,57128286140
"1482","068760","셀트리온제약","KOSDAQ","제약",151500,1000,0.66,5425420131000
"1483","091990","셀트리온헬스케어","KOSDAQ","유통",136000,2500,1.87,20668075312000
"1484","290690","소룩스","KOSDAQ","일반전기전자",22400,-450,-1.97,184953283200
"1485","053110","소리바다","KOSDAQ","디지털컨텐츠",308,21,7.32,30432551688
"1486","950200","소마젠(Reg.S)","KOSDAQ","기타서비스",12900,150,1.18,244629833700
"1487","032680","소프트센","KOSDAQ","유통",1780,-20,-1.11,63680925780
"1488","032685","소프트센우","KOSDAQ","유통",27000,1700,6.72,3857139000
"1489","258790","소프트캠프","KOSDAQ","출판·매체복제",3000,10,0.33,74973852000
"1490","066910","손오공","KOSDAQ","유통",2570,-40,-1.53,69123133770
"1491","043100","솔고바이오","KOSDAQ","의료·정밀기기",392,0,0,22641609536
"1492","154040","솔루에타","KOSDAQ","IT부품",4150,10,0.24,53867605900
"1493","035610","솔본","KOSDAQ","기타서비스",9210,-150,-1.6,251856632370
"1494","357780","솔브레인","KOSDAQ","화학",294100,-4400,-1.47,2287676260600
"1495","036830","솔브레인홀딩스","KOSDAQ","화학",42150,-250,-0.59,883634960400
"1496","304100","솔트룩스","KOSDAQ","소프트웨어",31800,-600,-1.85,161573097000
"1497","086980","쇼박스","KOSDAQ","오락·문화",5090,-140,-2.68,3.18634e+11
"1498","050960","수산아이앤티","KOSDAQ","출판·매체복제",26700,950,3.69,180251700000
"1499","084180","수성","KOSDAQ","기계·장비",2380,-10,-0.42,48070599780
"1500","253840","수젠텍","KOSDAQ","의료·정밀기기",15100,-250,-1.63,230953986600
"1501","058530","슈펙스비앤피","KOSDAQ","유통",162,0,0,21187054332
"1502","236200","슈프리마","KOSDAQ","일반전기전자",26450,-100,-0.38,190262070850
"1503","317770","슈프리마아이디","KOSDAQ","일반전기전자",16400,200,1.23,49725128000
"1504","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",8310,70,0.85,87020990400
"1505","192440","슈피겐코리아","KOSDAQ","IT부품",61200,-300,-0.49,380441415600
"1506","099440","스맥","KOSDAQ","기계·장비",1715,10,0.59,52709854435
"1507","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1508","131100","스카이이앤엠","KOSDAQ","유통",1695,-5,-0.29,69971642475
"1509","159910","스킨앤스킨","KOSDAQ","반도체",263,0,0,68488344954
"1510","158310","스타모빌리티","KOSDAQ","기계·장비",505,0,0,6096179210
"1511","115570","스타플렉스","KOSDAQ","화학",5730,-260,-4.34,44067178110
"1512","253450","스튜디오드래곤","KOSDAQ","오락·문화",93400,-1400,-1.48,2802405823000
"1513","204630","스튜디오산타클로스","KOSDAQ","오락·문화",2630,-180,-6.41,77463638650
"1514","013810","스페코","KOSDAQ","기계·장비",9640,100,1.05,141278730800
"1515","039670","스포츠서울","KOSDAQ","출판·매체복제",7360,0,0,67793710720
"1516","049830","승일","KOSDAQ","금속",21000,-550,-2.55,128774352000
"1517","020710","시공테크","KOSDAQ","기타서비스",5650,20,0.36,113271030500
"1518","033170","시그네틱스","KOSDAQ","반도체",1290,-5,-0.39,110589531510
"1519","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",2820,175,6.62,206994979500
"1520","025320","시노펙스","KOSDAQ","IT부품",3675,-20,-0.54,269167870650
"1521","269620","시스웍","KOSDAQ","의료·정밀기기",1890,-10,-0.53,140534134650
"1522","131090","시큐브","KOSDAQ","소프트웨어",1395,-10,-0.71,5.58e+10
"1523","139050","시티랩스","KOSDAQ","컴퓨터서비스",990,-9,-0.9,69692855760
"1524","290520","신도기연","KOSDAQ","기계·장비",17350,-100,-0.57,139863208000
"1525","001000","신라섬유","KOSDAQ","유통",2530,15,0.6,61422176200
"1526","025870","신라에스지","KOSDAQ","유통",16200,250,1.57,6.48e+10
"1527","215600","신라젠","KOSDAQ","기타서비스",12100,0,0,866567212500
"1528","065350","신성델타테크","KOSDAQ","일반전기전자",8170,-70,-0.85,224543855160
"1529","002800","신신제약","KOSDAQ","제약",7840,-20,-0.25,118936720000
"1530","323280","신영스팩5호","KOSDAQ","금융",2110,-10,-0.47,7395550000
"1531","344050","신영스팩6호","KOSDAQ","금융",2090,20,0.97,8997450000
"1532","017000","신원종합개발","KOSDAQ","건설",8920,-170,-1.87,93374800840
"1533","012790","신일제약","KOSDAQ","제약",13900,-50,-0.36,151537800000
"1534","138070","신진에스엠","KOSDAQ","금속",5650,-150,-2.59,50692833950
"1535","226330","신테카바이오","KOSDAQ","출판·매체복제",15800,-300,-1.86,211783452800
"1536","333050","신한제6호스팩","KOSDAQ","금융",2085,0,0,10445850000
"1537","366330","신한제7호스팩","KOSDAQ","금융",2040,0,0,9.282e+09
"1538","056700","신화인터텍","KOSDAQ","IT부품",3310,25,0.76,96437151210
"1539","187270","신화콘텍","KOSDAQ","IT부품",3395,-25,-0.73,34438353775
"1540","243840","신흥에스이씨","KOSDAQ","IT부품",46550,-200,-0.43,331682808100
"1541","108320","실리콘웍스","KOSDAQ","반도체",75700,200,0.26,1231207510000
"1542","222800","심텍","KOSDAQ","반도체",22100,0,0,703976560300
"1543","036710","심텍홀딩스","KOSDAQ","IT부품",2590,30,1.17,105318669610
"1544","160980","싸이맥스","KOSDAQ","반도체",21500,-700,-3.15,234871224500
"1545","356890","싸이버원","KOSDAQ","소프트웨어",16450,-850,-4.91,76341653500
"1546","217330","싸이토젠","KOSDAQ","기타서비스",59800,100,0.17,336905067200
"1547","010280","쌍용정보통신","KOSDAQ","컴퓨터서비스",1380,5,0.36,55840366920
"1548","208640","썸에이지","KOSDAQ","출판·매체복제",2950,10,0.34,398550062200
"1549","222420","쎄노텍","KOSDAQ","비금속",2210,-20,-0.9,88749566750
"1550","037760","쎄니트","KOSDAQ","금속",1810,35,1.97,61237587010
"1551","136510","쎄미시스코","KOSDAQ","기계·장비",6170,170,2.83,34784479430
"1552","099320","쎄트렉아이","KOSDAQ","통신장비",61600,100,0.16,447738799200
"1553","049960","쎌바이오텍","KOSDAQ","제약",18900,0,0,1.7766e+11
"1554","050890","쏠리드","KOSDAQ","통신장비",9100,30,0.33,474885092500
"1555","066790","씨씨에스","KOSDAQ","방송서비스",846,0,0,47355837282
"1556","222080","씨아이에스","KOSDAQ","기계·장비",15150,-400,-2.57,870998891400
"1557","264660","씨앤지하이테크","KOSDAQ","반도체",13350,0,0,112213158000
"1558","352700","씨앤투스성진","KOSDAQ","섬유·의류",23850,200,0.85,238393414350
"1559","297090","씨에스베어링","KOSDAQ","기계·장비",31500,700,2.27,301782600000
"1560","115530","씨엔플러스","KOSDAQ","IT부품",839,0,0,57020957000
"1561","225330","씨엠에스에듀","KOSDAQ","기타서비스",6310,-140,-2.17,117584502680
"1562","115480","씨유메디칼","KOSDAQ","의료·정밀기기",1870,10,0.54,50433759750
"1563","189330","씨이랩","KOSDAQ","소프트웨어",41500,800,1.97,123717393000
"1564","096530","씨젠","KOSDAQ","제약",130900,-1700,-1.28,3434033218000
"1565","900120","씨케이에이치","KOSDAQ","금융",327,13,4.14,36102257439
"1566","101240","씨큐브","KOSDAQ","화학",8280,50,0.61,83944163520
"1567","060590","씨티씨바이오","KOSDAQ","제약",6640,-10,-0.15,139744948640
"1568","260930","씨티케이코스메틱스","KOSDAQ","화학",10600,-50,-0.47,107294800600
"1569","013990","아가방컴퍼니","KOSDAQ","유통",3230,45,1.41,106226741280
"1570","123860","아나패스","KOSDAQ","반도체",25300,-350,-1.36,276439260900
"1571","025980","아난티","KOSDAQ","숙박·음식",7690,-70,-0.9,655024872030
"1572","050320","아래스","KOSDAQ","컴퓨터서비스",990,0,0,45205142400
"1573","058220","아리온","KOSDAQ","통신장비",275,0,0,10717917100
"1574","125210","아모그린텍","KOSDAQ","IT부품",16100,600,3.87,265598319000
"1575","052710","아모텍","KOSDAQ","IT부품",35050,50,0.14,341506380300
"1576","074430","아미노로직스","KOSDAQ","유통",2580,50,1.98,226593257520
"1577","092040","아미코젠","KOSDAQ","음식료·담배",39200,850,2.22,753208792000
"1578","083930","아바코","KOSDAQ","기계·장비",12700,-200,-1.55,195742534600
"1579","149950","아바텍","KOSDAQ","IT부품",16850,-150,-0.88,262986375000
"1580","036010","아비코전자","KOSDAQ","일반전기전자",6680,-70,-1.04,88796799120
"1581","050860","아세아텍","KOSDAQ","기계·장비",3420,-30,-0.87,5.985e+10
"1582","246720","아스타","KOSDAQ","제약",5400,300,5.88,62059624200
"1583","067390","아스트","KOSDAQ","운송장비·부품",6400,260,4.23,164349772800
"1584","127710","아시아경제","KOSDAQ","디지털컨텐츠",2290,-25,-1.08,58415000860
"1585","154030","아시아종묘","KOSDAQ","농업, 임업 및 어업",6380,490,8.32,67755402220
"1586","227610","아우딘퓨쳐스","KOSDAQ","화학",2080,-90,-4.15,4.16e+10
"1587","143160","아이디스","KOSDAQ","통신장비",28300,900,3.28,303273837000
"1588","054800","아이디스홀딩스","KOSDAQ","기타서비스",12850,0,0,132968664600
"1589","332370","아이디피","KOSDAQ","정보기기",8240,-30,-0.36,54687751120
"1590","339950","아이비김영","KOSDAQ","기타서비스",1680,0,0,71377580400
"1591","099190","아이센스","KOSDAQ","의료·정밀기기",24550,100,0.41,337249192900
"1592","289010","아이스크림에듀","KOSDAQ","출판·매체복제",7960,-110,-1.36,102397734520
"1593","214430","아이쓰리시스템","KOSDAQ","일반전기전자",20800,-300,-1.42,147820608000
"1594","040910","아이씨디","KOSDAQ","반도체",16450,50,0.3,296847043850
"1595","068940","아이씨케이","KOSDAQ","정보기기",4055,-40,-0.98,140626272710
"1596","052860","아이앤씨","KOSDAQ","반도체",4070,-20,-0.49,72014799780
